name,billing_id
GRIZZLY LAKE CSD,146759
GROVELAND COMMUNITY SERVICES DIST,146770
GUALALA COM SVC DIST,146777
QUAIL VALLEY WTR DIST,146778
HACIENDA OWNERS ASSC.,146780
HAMILTON BRANCH C.S.D.,146786
HAMILTON BRANCH MUTUAL WATER CO.,146787
HAMILTON CITY CSD,146788
HAPPYCAMP COM SVC DIST,146789
HAPPY CAMP SANITARY DISTRICT,147237
HAPPY VALLEY TELEPHONE,147686
HARBOR VIEW MUTUAL WATER CO,147765
HARNEY ELECTRIC COOP,147844
HAWTHORNE UTILITIES,147870
"HEART OF SAN MATEO, LLC",147898
HEIGHTS MUTUAL WATER,147924
HENRIK NIELSEN-LANDOWNR,147937
HERITAGE RANCH CSD,147976
HERLONG PUBLIC UTILITY DISTRICT,148042
HETCH HETCHY WATER & POWER,148075
"HIDDEN LAKES, MD-1",148191
HIDDEN VLY LAKE CSD,148200
HIGH WINDS LLC.,148207
HIGHLANDS WATER CO.,148214
HILLCREST MANOR WATER USERS ASSOCIATION,148227
HILLS VALLEY IRR DIST,148241
HILLVIEW WATER CO.,148254
HILMAR COUNTY WATER DIST,148261
HILTON CREEK CSD,148277
HOMESTEAD VALLEY SANI DIST,148294
"HONEYWELL, INC.",148321
HOOPA VALLEY PUBLIC UTILITIES DISTRICT,148347
HOPLAND PUB UTIL DIST,148372
HORIZON CABLE TV,148398
HORNITOS TELEPHONE,148425
HOWELL MOUNTAIN MW CO,148478
HUMBOLDT BAY MUNI WTR,148531
HUMBOLDT COM SVC DIST,148636
HUMBOLDT CO RURAL MCDERM,148644
HUMBOLDT STATE UNIVERSITY,148648
HUMBOLDT TELEPHONE COMPANY,148652
HUNTER COMM INC,148685
HYDESVILLE CO WTR DIST,148719
INCLINE VIL GEN IMPR,148741
INDIAN HILLS GENERAL IMPROVEMENT DISTRIC,148794
"INDIAN LAKES, SA-1",148847
INDIAN SPRINGS WATER COMPANY,148873
INDIAN VALLEY COMMUNITY SERVICE DISTRICT,148900
INDIAN WELLS WTR,148952
"INNEX CALIFORNIA, INC",148964
"INTEGRA TELECOM, INC. - CA",148973
INVERNESS PUD,148979
INYOKERN COMMUNITY SERVICES DISTRICT,148986
IRISH HILLS MUTUAL WATER COMPANY,148989
IRONHOUSE SANI DIST,148992
IRON MOUNTAIN MUTUAL WATER CO.,148996
ISLAND ENERGY GAS,148999
IVANHOE P U D,149005
"JP OIL COMPANY, LLC",149013
JACK PINE ROAD MUTUAL WATER COMPANY,149018
JACKSON VALLEY IRRIGATION DISTRICT,149022
JAMESTOWN SANITARY DISTRICT,149026
JENNER CO SVC AREA,149033
"JOE SIMOES & SONS DAIRY, INC",149123
JONES VALLEY CSA#6 WTR,149348
JS WEST PROPANE-COLFAX,149350
J. S. WEST PROPANE 2,149351
J S WEST PROPANE,149355
J.S.WEST,149361
JUNE LAKE PUD,149374
KAISER FNDA HEALTH,149400
KAMPS PROPANE #10,149420
KANAWHA WATER DIST,149427
KARUK TRIBE,149433
KERMAN TEL DBA SEBASTIAN,149503
KERN CO WTR AGENCY 2,149553
KERN OIL & REFINING,149585
KERN RIVER GAS TRANS,149690
KERN-TULARE WATER DIST,149742
KESWICK CSA #25 WTR,150060
KETTLEMAN CITY CSD,150087
KEYS COM SVC DIST,150113
KINDER MORGAN BRADSHAW EAST,150140
KINDER MORGAN / SFPP,150153
KINGSBURY GENIMP DIST,150166
KINGSTON TOWN WATER UTILITY,150515
KIRKWOOD MEADOWS PUD,150865
KIRKWOOD MOUNTAIN RESORT L.L.C.,150911
KONOCTI CO WTR DIST,150957
KRISTA MUTUAL WATER CO.,151089
KTVU TELEVISION,151221
"LA VINA, MD-37",151227
LACC MUTUAL WATER CO.,151233
LAKE ALPINE WATER CO.,151247
LAKE BERRYESSA IMPDIST,151260
LAKE DON PEDRO SVCS,151273
"LAKE OF THE PINES ASSOCIATION, INC",151280
LAKE OF THE WOODS WTR,151287
LAKE OROVILLE AREAPUD,151293
LAKESIDE PARK ASSOC.,151297
LAKEVIEW HILLS COM WATER,151300
LAKE SHASTINA CSD,151326
"LAKE SHORE, MD-6",151356
LAKE SISKIYOU MUT WTR,151359
LAMONT PUB UTIL DIST,151366
LANDER COUNTY SEWER & WATER GENERAL IMPR,151369
LAS GALLINAS VLY S D,151379
LAS VEGAS VLY WTR,151484
LASSEN MUNI UTIL DIST,151510
LASSEN PLUMAS GAS SVC,151517
LATHROP IRRIG DISTRICT,151520
LATON COM SVC DIST,151523
LAW LIV LAB SITE 300,151525
LAWRENCE LIVERMORE,151526
LAYTONVILLE CO WTR DIST,151529
LE GRAND COM SVC DIST,151530
LEBEC CO. WATER DISTRICT,151531
LEVEL 3 COMM - CALIF,151532
LEVEL 3 COMMUNICATIONS,151533
LEWISTON CSD,151536
LEWIS CREEK WATER DIST.,151538
"LEMOORE APARTMENTS, LLC",151543
LEPRINO FOODS COMPANY,151546
LIBERTY UTIL CALPECO ELEC,151549
LINCOLN COUNTY POWER DISTRICT NO. 1,151557
LINCOLN CO TELEPHONE,151564
LINDA COUNTY WTR DIST,151591
LINDE LLC,151617
LINDEN CO WTR DIST,151643
LINDMORE IRR DIST,151669
LINDSAY-STRATMORE IRR,151695
LIT SAN LEANDRO LLC,151800
LAVWMA,151906
LOCKEFORD COM SVC DIST,152011
LOCUS TECHNOLOGIES - RAYTHEON,152024
"LODI GAS STORAGE, LLC",152038
LODI MEMORIAL HOSPITAL,152064
LOGAN CREEK ESTATES GENERAL IMPROVEMENT,152077
LOLETA CSD,152096
"LONGBOW, LLC",152237
LOS ANGELES DEPARTMENT OF WATER AND POWE,152256
LOS OSOS CSD,152276
LOST HILLS WTR DIST,152328
LOST HILLS UTIL DIST,152354
LOVELOCK MEADOWS WD,152361
LOWER LAKE CO. WTR #1,152364
LUKINS BROTHERS WTR CO.,152367
LOWER TULE RIVER IRRIGATION DISTRICT,152368
LYON COUNTY UTILITY,152374
MACPHERSON OIL COMPANY,152379
MALAGA COUNTY WTR DIST,152381
MANILA COM SVCS DIST,152394
MC CLOUD COMMUNITY SERVICES DISTRICT,152414
MCKESSON CORPORATION,152420
MCKINLEYVILLE C S D,152434
MCKINNEY WATER DISTRICT,152487
MCI WORLDCOM,152539
MCI WORLDCOM NEVADA,152565
MADERA CHOWCHILLA WTR,152579
MADERA IRR DIST,152592
MADERA WATER DISTRICT,152598
"MADERA RANCHOS, MD-10",152605
MADERA VALLEY WTR CO.,152612
MAMMOTH CO WATER DIST,152645
"MANZANA POWER SERVICES, INC.",152698
MARINA COAST WTR DIST,152857
"MARINA VIEW, MD-7",152909
MARIN MUNI WTR,152961
MARIPOSA PINES SEWER DISTRICT,152973
MARIPOSA PUBLIC UTILITY DISTRICT,152986
MARKLEEVILLE PUBLIC UTILITY DISTRICT,153018
MARKLEEVILLE WATER COMPANY,153025
MTZ REFINING/EQUILON,153032
MASSINI MUTUAL WATER,153034
MASTEC NORTH AMERICA,153044
MATRIX OIL CORPORATION,153055
MAURITSON-PROPERTY OWNER,153077
MAXWELL PUD,153120
MCCLELLAN BUSINESS PARK,153146
MCGILL-RUTH SEWER & WATER GID,153152
"MDY PROPERTIES, INC.",153162
MEADOW VISTA CO WTR,153172
MEDIACOM CALIFORNIA LLC,153289
MEDIACOM CLEARLAK OAK,153301
MEDIACOM CALIFORNIA - RIDGECREST,153330
MENTREN CORP,153383
MENDOCINO CO WTR WRKS,153396
MESA BUSINESS PARK,153398
MERCED IRRIGATION DISTRICT,153403
MIDAS WATER COOPERATIVE,153404
"MEYERS WATER COMPANY, INC",153405
MERCED IRR DIST ELEC,153406
"MIAMI CREEK, MD-43",153407
MIDWAY COM SVC DIST,153410
MID PENINSULA WATER DIST,153411
MIDWAY HEIGHT WTR DIST,153412
MIDWAY SUNSET CO-GEN,153413
MIL POTRERO MUTUAL WTR,153414
MID-SET COGENERATION CO.,153415
MILE HIGH WWD#37,153416
MILLSBRIDGE OFC PROJ,153420
MILLVIEW CO WTR DIST,153423
MINA/LUNING WATER SYS,153429
MINDEN-GARDNRVLLE SD,153459
MIRANDA COMMUNITY SERVICES DISTRICT,153466
MOAPA VLY TELEPHONE,153594
MOAPA VALLEY WTR DIST,153647
"MOBILITIE, LLC",153779
MODESTO&EMPIRE TRACT,153911
MODESTO IRRIG,154016
MOJAVE AIR & SPACE PORT,154068
MOJAVE PIPELINE,154121
MOJAVE PUB UTIL DIST,154227
MOKELUMNE HILL SANITARY DISTRICT,154281
MONTARA WATER AND SANITARY DIST,154347
MONTEREY BAY AQUARIUM,154360
MONTEREY COUNTY PW,154373
MONTEREY COUNTY WATER RESOURCES,154386
MONTEREY REGIONAL WTR,154491
MORGAN HILL UNIFIED SCHOOL DISTRICT,154508
"MOSBAUGH PROPERTIES, INC",154511
MORRO ROCK MUTUAL WTR,154514
MT HERMON ASSOCIATION,154515
MTN GATE COM SVC DIST,154516
MT MESA WATER CO.,154517
MT VIEW SANITARY DIST,154518
"MOUNTAIN RANCHES, MD-5",154522
MT.CHARLESTON WATER,154525
"MT. WHEELER POWER, INC",154526
MT.KONOCTI MUTUAL WATER,154527
MUNI OVERHEAD LINES DEPT,154528
MURPHYS SANITARY DISTRICT,154530
NAPA BERRYESSA IMPDIST,154531
MUSICK MEADOWS MUTUAL WTR COMPANY #2 INC,154532
NAFTEX - DICK BROWNS,154534
MUDDY VALLEY IRRIGATION COMPANY,154538
NAFTEX OPERATING COMPANY,154539
NAPA SANITATION DIST.,154544
NAVY BRAC,154591
NCPA - DICK BROWN'S TECH,154611
NEVADA BELL,154650
NEVADA ENVIRONMENTAL RESPONSE TRUST,154705
NEVADA GEOTHERMAL,154755
NEVADA IRRIG DIST,154860
NEWMONT GOLD COMPANY,155149
VASCO WINDS LLC,155172
NEXTERA ENRG N.SKYRIVER,155173
NEXTERA ENRG RES SKY RVR.,155174
NEXTERA ENRG RES TEHACH.,155175
NICE MUTUAL WATER CO.,155176
NIPOMO COM SVC,155282
NORTH COAST CO WTR DIST,155704
N.DOS PALOS WTR DIST,155757
N.EDWARDS WATER DIST,155810
"NORTH FORK, MD-8",155837
NORTH GUALALA WTR CO.,155863
NORTH KAWEAH MUTUAL WATER COMPANY,155889
NORTH MARIN WTR DIST,155916
NORTH OF RIVER SANI#1,156127
N/O RIVER MUNI WATER,156337
NORTH YUBA WATER DISTRICT,156370
NORTHERN CALIFORNIA POWER AGENCY,156378
N.LAND CATV-MT.SHASTA,156403
N.LAND CTV OAKHURST,156416
NORTHLAND CATV,156430
NORTH SJOA WTR CON DIS,156495
NORTH TAHOE PUD,156548
NORTHSTAR CSD,156653
"NORTHWEST PETROLEUM, INC.",156706
NOVATO SANITARY DIST,156759
"NPG CABLE, INC",156779
NRG ENERGY - S.F.,156787
N V ENERGY - NV,156794
NV ENERGY  MOAPA,156796
NYE COUNTY PUBLIC WORKS SOUTH,156797
O'CONNOR TRACT CO-OPERATIVE WATER CO.,156799
"O.L.S. ENERGY-AGNEWS,INC.",156805
OACYS TECHNOLOGY,156835
OAKDALE IRR DIST,156865
"OAKHURST, MD-22",156918
OASIS PROPERTY OWNERS,157234
OCCIDENTAL CANAL CO.,157260
OCCIDENTAL CSD,157287
OCEANO COM SERVICES,157392
OFFICE OF TECHNOLOGY SERVICES,157497
OILDALE MUTUAL WTR,157603
OLAM TOMATO PROCESSORS,157616
OLD RIVER WATER COMPANY,157629
OLIN CORPORATION,157642
OLIVEHURST PUD,157656
ORANGE COVE IRR DIST,157709
ORANGE VALE WATER,157814
ORLAND-ARTOIS WTR DIS,157841
ORO LOMA SANITARY DIST,157854
OROSI P U D,157867
OVERTON POWER DIST#5,157946
PC LANDING CORP (PACIFIC CROSSING LIMITE,158011
PACIFIC POWER & LIGHT - CRESCENT CITY,158025
PACIFIC BELL,158236
PACIFC COAST PRODUCERS,158658
PG&E,158869
PACIFIC GROVE UNIFIED SCHOOL DISTRITCT,158974
PACIFIC POWER & LIGHT - ALTURAS,159080
PACIFIC POWER & LIGHT - YREKA,159291
PACIFIC UNION COLLEGE,159562
PAHRUMP UTILITY COMPANY,159592
PAIUTE PIPELINE CO.,159622
PAJARO/SUNNY MESA CSD,159628
PAJARO VALLEY WTR MANAGEMENT AGENCY,159631
PALMER CREEK CSD,159635
PALO ALTO PARK MUT WTR,159661
PALO CEDRO CSA#8 SANI,159688
PALOMINO LAKES MUTUAL WATER COMPANY,159697
PANACA FARMSTEAD ASSOCIATION,159701
PARADISE IRRIG DIST,159713
"PARKSDALE, SA-3",159740
PARR-RENO WATER CO.,159753
"PARKWOOD, MD-19",159766
PAXIO INC.,159818
PEBBLE BEACH CSD,159963
PATTERSON IRRIGATION DISTRICT,160009
PENNGROVE-KENWOOD WTR,160241
PERSHING COUNTY,160283
PETROGULF CORPORATION,160326
PHILLIPS 66 - COALINGA,160331
PHILIPS SEMICONDUCTOR,160333
PINECREST PERMITTEES ASSOCIATION,160374
PINEDALE COUNTY WATER DISTRICT,160415
PINE GROVE COMMUNITY SERVICES DIST,160496
PINNACLES TELEPHONE CO,160527
PINON PINES MUTUAL WATER COMPANY,160528
PINON VALLEY WTR CO,160530
PIOCHE PUBLIC UTILITIES,160534
PIONEER EXPLORATION LTD.,160542
PIXLEY PUBLIC UTILITY DISTRICT,160550
PLACER COUNTY WATER,160557
PLANADA COM SVC DIST,160584
PLAINS ALL AMERICAN,160597
PLEASANT VALLEY MHC,160690
PLUMAS BANK,160703
PLUMAS EUREKA COMMUNITY SVCS DIST,160716
PLUMAS-SIERRA RUR/ELE,160768
PLUMAS-SIERRA TELECOM CA,160794
PLUMAS-SIERRA TELECOM NV,160807
POINT TO POINT INC.,160821
PONDEROSA TELEPHONE,160979
POPLAR CSD,161085
PORT SAN LUIS HARBOR,161138
PORTER VISTA PUD,161190
PHILLIPS 66 CO. - SAC,161315
PRAXAIR INC. 2,161440
PREMIER COMMUNITY CREDIT UNION,161444
PROBERTA WTR DISTRICT,161582
PROCTOR & GAMBLE MFG,161612
PRO-FLAME GAS CO.,161665
"PROPANE OF WENDOVER, INC",161718
PROSPECTOR PIPELINE COMPANY,161744
"PURESOURCE WATER, INC",161770
PURISSIMA HILLS WATER,161823
QUANTA TELECOMMUNICATIONS NEVADA,161876
"QUARTZ MOUNTAIN, MD-73",161929
QUEST MEDIA & SUPPLIES,162033
QUINCY COM SVC DIST,162140
"QUORUM TECHNOLOGIES, INC",162153
QWEST COMM (CA),162167
QWEST COMM (NV),162168
R & R RESOURCES,162169
"RACE TELECOMMUNICATIONS, INC",162175
RAFT RIVER ELECTRIC,162178
RAINBOW CABLE,162180
RAINS CREEK WATER SYS,162187
RAINTREE FAIR OAKS LLC,162188
RANCHO COOPERATIVE WATER COMPANY,162190
RANCHO MURIETA CATV,162193
RANCHO MURIETA CSD,162245
RANCHO ROBLES MUTUAL WATER AND ROAD COMP,162271
RANCHO TEHAMA TEL,162298
"RANCHOS WEST, MD-95",162328
RAND COMMUNITIES WTR,162330
RECLAMATION DIST 1004,162340
RECLAMATION DIST #999,162351
REDFLEX TRAFFIC SYSTEMS,162378
REDWOOD VLY CO WTR,162456
RENO CASCADE MHP,162549
REPUBLIC SVC SONOMA CO,162582
"RESC,LLC",162598
RESORT IMPROVE DIST#1,162614
RICHARDSON BAY SANIT,162667
RIO ALTO WATER DISTRICT,162746
RIO LINDA/ELVERTA CWD,162826
RIO VIRGIN TELEPHONE,162930
"RIPPERDAN, MD-28",162944
RISING TREE WIND FARM LLC,162950
RIVER PINES PUD,162957
RIVERDALE PUB UTIL DIS,162983
RIVERSIDE ACRES ASSOCIATION,163009
RIVERSIDE COMMUNITY SERVICES DISTRICT,163035
RIVERLAKE COM ASSOC,163088
THOMPSON PROPERTY OWNERS,163155
RODEO SANITARY DIST,163167
ROGINA WATER CO.,163194
"ROLLING HILLS, SA-19",163247
ROSAMOND COM SVC DIST,163300
ROSEDALE RIO-BRAVO WATER STORAGE DIST,163463
ROSEVIEW HEIGHTS MUTUAL WATER COMPANY,163626
ROUND HILL G I D,163735
ROUND MOUNTAIN PUBLIC UTILITIES,163740
ROUND VALLEY INDIAN TRIBES,163743
ROYALE ENERGY INC.,163746
"RRM, INC.",163755
RURAL TELEPHONE COMPANY,163765
RUSSIAN RIVER CO WTR,163828
"RYZE RENEWABLES RENO, LLC",163869
S AND T MUTUAL WATER,163910
SF PUC WTR SUPPLY/TRTMNT,163968
S.N.M.E. GAS CO. INC.,163997
SACRAMENTO COUNTY OFFICE OF EDUCATION,164027
SACRAMENTO COUNTY WATER AGENCY,164085
SMUD GAS,164144
SACR REGIONAL TRANSIT,164250
SAC. SUBURBAN WTR DIST,164277
SADDLEBACK WATER ASSOCIATION,164287
SAGUARO POWER COMPANY,164297
SALIDA SANITARY DIST,164316
SALMON CREEK WTR DIST,164330
SALSIPUEDES SANI DIST,164343
SAN ANDREAS MUTUAL WTR,164409
SAN ANDREAS SANITARY DISTRICT,164461
SAN BENITO CO WTR,164566
SAN CARLOS TELECOM INC.,164579
SF BART DISTR REAL ESTATE DEPT,164582
SAN FRANCISCO MUSEUM OF MODERN ART,164585
SANITARY DIST#1 MARIN,164672
"SAN JOAQUIN FACILITIES MANAGEMENT, INC.",164725
SAN JOSE WATER CO. 2,164777
S.JOSE/S.CLARA REG W.WTR,164829
SAN JUAN SUBURBAN WTR,164988
SAN LEANDRO DARK FIBER,165041
SAN LORENZO VLY WTR D,165094
SAN LUCAS CO. WTR DIST,165121
SLO UNIFIED SCH DIST,165134
SAN LUIS WATER DISTRICT,165147
SAN MATEO CO TRANSIT,165199
SAN MIGUEL COMM. SERV. DIST,165226
SAN MIGUELITO WTR CO.,165252
SAN SIMEON C S D,165357
SANDRA TAVARES,165384
SANIT DIST#5 MARIN,165410
SANTA CLARA UNIFIED SCHOOL DISTRICT,165569
SANTA CLARA VALLEY WTR,165622
SANTA LUCIA COMMUNITY SERVICE DISTRICT,165675
SANTA NELLA COUNTY WATER DISTRICT,165736
SARATOGA HEIGHTS MUTUAL WATER CO.,165798
SATVIEW BROADBAND - ELKO,165806
SATVIEW BROADBAND LTD-NV,165813
SAUCELITO IRRIG DIST,165818
SAUSALITO-MARN CTY SD,165825
SCHLUMBERGER TECH CORP,165829
SCOTTS VLY WTR DIST,165832
SEA RANCH CONNECT,165840
SEARLES VALLEY MINERALS,165846
SEBASTIAN (FORESTHILL),165852
SELMA-KINGSBURG-FOWLER CO SANI DIST,165938
SEMITROPIC WATER DIST,166043
SENECA RESOURCES CORP,166096
"SENTINEL PEAK RESOURCES, LLC",166116
"SEQUOIA EXPLORATION, INC.",166136
SERENO DEL MAR WATER,166149
SEWER AGENCY SO MARIN,166254
OROVILLE SEWAGE COM,166465
SEWER AUTHORITY MID-C,166571
SHAFTER SOLAR LLC,166622
SHAFTER-WASCO IRR,166676
SHASTA COM SVC DIST,166782
SHAVER LAKE CSA#31-B,166992
SHAVER LAKE WWD#41,166993
SHAVER LAKE POINT 2,167006
SHAVER LAKE PROPANE,167019
SHAVER SPRINGS WWD#40,167046
SHELL AVIATION,167093
"SHELL PIPELINE CO, LP - BFD2",167141
SHILOH 1 WIND PROJECT LLC,167153
SHORE TERMINALS LLC,167159
SIERRA ESTATES GENERAL IMPROVEMENT DISTR,167192
"SIERRA HIGHLANDS, MD-58",167243
SIERRA LAKES COUNTY WATER DISTRICT,167256
SIERRA TELEPHONE,167523
SIGNAL HILL PETROLEUM INC,167524
SILICA NETWORKS,167527
SILICON VALLEY CLEAN WATER,167530
SILICON VALLEY POWER,167536
SILVER KNOLLS WATER,167540
SILVER SPRINGS G.I.D.,167543
SILVER SPRINGS WTR,167547
SISKIYOU TELEPHONE,167731
"SITE RESOURCES ONE, LLC",167732
60 CIVIL ENGR. SQ/CEOIF,167734
SKY HARBOUR WWD#38,167737
SKY LONDA MUTUAL WATER COMPANY,167741
"SKY RANCH ESTATES OWNERS ASSOCIATION, IN",167743
SMITH RIVER CSD,167744
SMITH RIVER RANCHERIA,167747
SNELLING COM SVC DIST,167751
SLAWSON EXPLORATION,167812
SOC HAWTHORNE DIVISION - OPERATING CONTR,167828
SOLANO IRR DIST,167838
"SONIC TELECOM, LLC",167883
SO SAN JOAQUIN MUD,167942
SONOMA CO WTR AGENCY,168364
SOQUEL CREEK WTR DIST,168575
SOUTH CLOVERDALE WATER CO.,168706
SOUTHGATE PARK DIST.,168733
SO CAL EDISON ALHAMBRA,168786
SOUTHERN CALIF. EDISON (TRANSMISSION),168892
SO CAL GAS BAKERSFIELD,168997
SO NEV WTR AUTHORITY,169209
S.DOS PALOS CO WTR,169893
SOUTH FEATHER WATER & POWER,169920
SOUTH PLACER MUD,169947
SOUTH SAN JOAQUIN I D,170000
S. SLO CO SANI DIST,170025
SW GAS NORTHERN CA,170052
SOUTH SUTTER WTR DIST,170056
SOUTH TAHOE PUD,170100
SWGAS ELKO/WINNEMUCCA,170263
SWGAS BULLHEAD CITY,170474
SPACE SYSTEMS/LORAL,170527
SPALDING COMMUNITY SVCS DIST,170540
SPB UTIL SVC INC.,170546
THE SPCA FOR MONTEREY COUNTY,170549
"SPIRIT MOUNTAIN UTILITY CO, INC.",170553
SPRECKELS WATER COMPANY,170566
SPRING CREEK UTILS,170579
SPRINGVILLE PUD,170685
SPRINT,170738
SPRINT NV,170764
SQUAW VALLEY MUTUAL WATER CO.,170844
SQUAW VALLEY PSD,170857
STAGECOACH G I D,170870
STALLION SPRINGS CSD,170883
PGE GAS TRANS BRENTWOOD,170896
STANFORD UNIVERSITY UTIL,171107
STANTEC CONSULTING CORP,171125
STAR CITY PROPERTY OWNERS ASSOCIATION,171179
"STARLINK LOGISTICS, INC.",171215
STARRH & STARRH COTTON GROWERS,171219
CA LEGISLATIVE DATA CENTER,171224
STATE NEV DOA-EITS,171233
STEAMBOAT SPRINGS WTR,171370
STEGE SANITARY DIST,171396
"STILL MEADOWS, MD-42",171410
STINSON BEACH CO WTR,171423
STOCKTON EAST WTR,171529
STONES/BENGARD COMMUNITY SERVICE DISTRIC,171571
STOREY COUNTY PUBLIC WORKS,171592
STRATFORD PUD,171859
STRATHMORE PUD,171906
STRYKER NEUROVASCULAR,172003
SUBURBAN PROPANE-ELY,172098
SUBURBAN PROPANE - OAKHURST,172115
SUDDENLINK COMMUNICATIONS-AUBURN,172133
SUDDENLINK COMM-HUMBOLDT,172139
SUGAR BOWL CORP.,172145
SUGARLOAF CSA#2 WTR,172192
"SUMNER HILL, SA-16",172194
SUNDALE MUTUAL WATER CO.,172197
SUN VALLEY WTR & SANI,172198
SUNNYSLOPE CO WTR DIS,172199
SUNRISE ACRES WATER,172201
"SUNSET RIDGE, MD-40",172204
SUBURBAN PROPANE YREKA,172209
SURPRISE VALLEY ELECTRIFICATION CORPORAT,172220
SURPRISE VALLEY ELECTRIFICATION CORPORAT,172221
SUTTER COM SVC DIST,172222
SUSANVILLE SANI DIST,172229
SWEETWATER SPRNGS WTR,172230
SUTTER HEALTH,172232
"SWISSPORT FUELING OF NEVADA, INC",172276
SWITCH BUS SOLUTIONS,172287
SWITCH LTD,172298
TAHOE CITY PUD,172373
TAHOE KEYS WATER CO.,172479
TAHOE PARK WATER CO.,172493
TAHOE RENO GID,172500
TAHOE SWISS VLG WTR,172506
TAHOE-DOUGLAS DIST,172518
TAHOE-TRUCKEE SANI,172532
TALMONT RESORT IMPROVEMENT DISTRICT,172572
TAMALPAIS COM SVCS,172585
TAMARACK ESTATES CSA1,172637
TDY INDUSTRIES INC,172734
TEAPOT DOME WTR DIST,172743
"TEAFORD MEADOWS, MD-24",172769
TEAM FISHEL,172776
"TBI-MISSION WEST, LLC",172782
TEHACHAPI-CUMINGS WTR,173006
TEKIFY FIBER LLC,173375
TELEPORT COMM SFO,173745
TELCOM NV LLC DBA XO COM,173903
TEMPLETON COM SVCS,174062
TERRA BELLA IRR DIST,174483
TERRA DE ORO WATER CO.,174561
TERRADEX INC.,174581
TESORO,174596
TEXACO MIDWAY,174621
THE BOEING COMPANY,174892
THE BOEING CO. - CA,174928
DAVID&LUCILE PACKRD FNDA,175010
THE IRVINE COMPANY,175032
NAHABEDIAN EXPL. GROUP,175055
THE PIG FARM,175101
THE PRESIDIO TRUST,175146
THE SEA RANCH WTR CO.,175486
THE TERMO CO. - PRINCETON,175525
THE VENDO COMPANY,175531
THE WEST SIDE IRRIGATION DIST,175539
THERMALITO WATER AND SEWER DISTRICT,175545
THOMAS MC LARTY - HOMEOWNER,175559
THREE CROWNS MOBILE MANOR,175568
THREE RIVERS,175573
TIMBER COVE CO WTR,175578
TIME WARNER CABLE,175634
TITANIUM METALS CORP,175652
TIPPETT STUDIO,175687
TIPTON COM SVC DIST,175697
TOKAY PARK WATER COMPANY,175700
TOLOWA DEE-NI' NATION,175702
TOMALES VILLAGE COMMUNITY SERVICES DISTR,175704
TONOPAH PUD,175710
TOPAZ RNCH ESTATE WTR,175717
TORRANCE LOGISTICS,175997
TOWN OF COLMA,176278
TOWN OF DISCOVERY BAY,176304
TOWN OF FORT JONES,176311
TOWN OF GARDNERVILLE,176317
TOWN OF HILLSBOROUGH,176330
TOWN OF LOOMIS,176382
TOWN OF LOS ALTOS HILLS,176409
TOWN OF LOS GATOS,176435
TOWN MINDEN,176488
TOWN OF MORAGA,176514
TOWN OF ROSS,176541
TOWN OF SAN ANSELMO,176567
TOWN OF TIBURON,176573
TOWN OF TRUCKEE,176580
TOWN OF WOODSIDE,176586
TOWN OF YOUNTVILLE,176593
TPX COMMUNICATIONS I,176606
TPX COMMUNICATIONS II,176613
TRACT 92 COMMUNITY SERVICE DISTRICT,176620
TRANQUILLITY IRR DIST,176699
TRANS BAY CABLE LLC,176705
TRANSMONTAIGNE,176708
TREASURE CREEK WOODS MUTUAL WATER CO.,176712
TREASURE ISL UTIL OPS,176725
"TRICOR REFINING, LLC",176765
TRINITY CO WTRWORKS #1,176919
TRINITY PUBLIC UTILITY DISTRICT,176967
TROUT GULCH MUTUAL WATER CORPORATION,177003
TRUCKEE SANIT DIST,177015
TRUCKEE-DONNER PUD,177226
TRUCKEE MEADOWS WATER AUTHORITY,177253
TRUCKEE TAHOE PROPANE / AMERIGAS,177299
TULARE COUNTY FEDERAL CREDIT UNION,177345
TULARE CO INFO & COMM TECH,177391
TULARE LAKE DRN DIST,177437
TUOLUMNE CITY SANITARY DISTRICT,177730
TUOLUMNE UTILS DIST,177754
TURLOCK IRRIG DIST,177859
TURNER GAS CO.,178070
TUSCARORA GAS TRANSMISSION - CA,178176
TUSCARORA GAS TRANSMISSION - NV,178229
TWAIN HARTE COMMUNITY SERVICES DIST,178255
260 RESOURCE MANAGEMENT LLC,178584
UKIAH VLY SANIT DIST,178914
SUDDENLINK COMM - NV,179142
UNIVERSITY OF CALIFORNIA MERCED FIBER,179272
"UNEV PIPELINE, LLC.",179402
UNION HEIGHTS MUTUAL WATER COMPANY,179646
UNION PACIFIC RAILROAD,179891
UNION PUBLIC UTILITY DISTRICT,179917
UNION SANITARY,179970
UNIVERSAL PARAGON CORPORATION,179993
UNIVAR USA INC.,180375
UNOCAL,180405
"UNIVERSITY OF CALIFORNIA, BERKELEY",180411
U.C.DAVIS MEDICAL CTR,180418
UNIVERSITY DAVIS FACILITIES O & M UTILIT,180444
UNIVERSITY OF CALIFORNIA HASTINGS COLLEG,180447
UNIVERSITY OF CALIFORNIA MERCED,180453
UNIVERSITY OF NEVADA RENO,180457
UNIVERSITY PACIFIC,180470
UNIV OF THE PACIFIC SAC AREA,180471
U.S. BORAX,180472
USA MEDIA GROUP RENO,180493
USA MEDIA GROUP TRUCKEE,180495
USS-POSCO INDUSTRIES,180813
UTICA POWER AUTHORITY,180820
UTILITIES INC OF CENTRAL NEVADA,180840
UTILITIES INC. NEV,180866
UTILITY TELEPHONE INC,180885
VALERO ENERGY CORPORATION,180905
